cluster,gene,gini,local_mean,log_local_mean,Status,Reason,Category,is_labeled,is_signature,is_extra,rank_local_mean
CD8.c07.Temra.CX3CR1,GCC2,0.6638473881503095,0.6206845,0.48284858,Kept,None,Kept,False,False,False,877
CD8.c07.Temra.CX3CR1,GCC2-AS1,0.9910216596991512,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,LIMS1,0.8232506387152257,0.11473684,0.10861836,Kept,None,Kept,False,False,False,4824
CD8.c07.Temra.CX3CR1,LIMS1-AS1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RANBP2,0.6731397757645984,0.5739137,0.4535653,Kept,None,Kept,False,False,False,992
CD8.c07.Temra.CX3CR1,CCDC138,0.9781535130049238,0.021956278,0.02171871,Kept,None,Kept,False,False,False,9196
CD8.c07.Temra.CX3CR1,EDAR,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,SH3RF3-AS1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,SH3RF3,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,SEPT10,0.9990210135916665,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,SOWAHC,0.9992502496967312,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RP11-506F3.1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RGPD5,0.9955795005962749,0.0066761114,0.006653925,Kept,None,Kept,False,False,False,11194
CD8.c07.Temra.CX3CR1,LIMS3,0.9995152702185203,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,LINC01123,0.0,0.0,0.0,Filtered,Module_LINC_Noise (Redundant),Other Noise,False,False,False,12883
CD8.c07.Temra.CX3CR1,MALL,0.9992710395270908,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,NPHP1,0.9989160636531584,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,LINC00116,0.8677061930029798,0.17247723,0.1591188,Filtered,Module_LINC_Noise (Redundant),Other Noise,False,False,False,3556
CD8.c07.Temra.CX3CR1,RP11-1223D19.1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,LINC01106,0.9993711604575183,0.0,0.0,Filtered,Module_LINC_Noise (Redundant),Other Noise,False,False,False,12883
CD8.c07.Temra.CX3CR1,RP13-1039J1.2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,LIMS3L,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RGPD6,0.9977204599788931,0.0076186564,0.007589781,Kept,None,Kept,False,False,False,10946
CD8.c07.Temra.CX3CR1,AC123886.2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,BUB1,0.9644785746932005,0.012482723,0.012405456,Filtered,Module_CellCycle_State,State Noise (Cell Cycle),False,False,False,10085
CD8.c07.Temra.CX3CR1,ACOXL,0.9992970292049985,0.0057386705,0.005722267,Kept,None,Kept,False,False,False,11292
CD8.c07.Temra.CX3CR1,AC096670.3,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,BCL2L11,0.8703894825913994,0.19319442,0.1766341,Kept,None,Kept,False,False,False,3232
CD8.c07.Temra.CX3CR1,AC108463.1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,MIR4435-2HG,0.8080397930407888,0.33867115,0.29167745,Kept,None,Kept,False,False,False,1795
CD8.c07.Temra.CX3CR1,RP11-181E10.3,0.9991838545511372,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,AC068491.2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RP11-803D5.4,0.9994778735183327,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,AC017002.1,0.9778138516792826,0.027189992,0.02682691,Kept,None,Kept,False,False,False,8775
CD8.c07.Temra.CX3CR1,AC017002.2,0.9894049338093192,0.003047618,0.0030429836,Kept,None,Kept,False,False,False,12753
CD8.c07.Temra.CX3CR1,ANAPC1,0.9206049361398098,0.117737055,0.11130615,Kept,None,Kept,False,False,False,4726
CD8.c07.Temra.CX3CR1,MERTK,0.9970209183865415,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,TMEM87B,0.8939369531459833,0.06782989,0.065628454,Kept,None,Kept,False,False,False,6479
CD8.c07.Temra.CX3CR1,FBLN7,0.9916776527217019,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,ZC3H8,0.9185399280504359,0.16824916,0.15550618,Kept,None,Kept,False,False,False,3623
CD8.c07.Temra.CX3CR1,ZC3H6,0.9181967286335548,0.072590806,0.07007703,Kept,None,Kept,False,False,False,6257
CD8.c07.Temra.CX3CR1,RGPD8,0.9728812321430844,0.031144498,0.030669348,Kept,None,Kept,False,False,False,8510
CD8.c07.Temra.CX3CR1,TTL,0.9885122430187323,0.019631432,0.01944122,Kept,None,Kept,False,False,False,9379
CD8.c07.Temra.CX3CR1,POLR1B,0.9695436546689332,0.073171794,0.070618555,Kept,None,Kept,False,False,False,6228
CD8.c07.Temra.CX3CR1,CHCHD5,0.8599185781699513,0.16689576,0.15434703,Kept,None,Kept,False,False,False,3656
CD8.c07.Temra.CX3CR1,AC012442.6,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,AC079922.3,0.9813560648717189,0.0283872,0.02799175,Kept,None,Kept,False,False,False,8689
CD8.c07.Temra.CX3CR1,SLC20A1,0.7971278884610477,0.339952,0.29263377,Kept,None,Kept,False,False,False,1790
CD8.c07.Temra.CX3CR1,NT5DC4,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,CKAP2L,0.9596710075866816,0.0,0.0,Filtered,Module_CellCycle_State,State Noise (Cell Cycle),False,False,False,12883
CD8.c07.Temra.CX3CR1,IL1A,0.9987494631938104,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,IL1B,0.9574240930926909,0.07830014,0.07538586,Kept,None,Kept,False,False,False,6024
CD8.c07.Temra.CX3CR1,IL37,0.9993957405070972,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,IL36G,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,IL36A,0.9994129388951125,0.004870766,0.0048589422,Kept,None,Kept,False,False,False,11445
CD8.c07.Temra.CX3CR1,IL1RN,0.9927992246976644,0.0069004027,0.006876704,Kept,None,Kept,False,False,False,11157
CD8.c07.Temra.CX3CR1,PSD4,0.8908240040706721,0.18740568,0.17177083,Kept,None,Kept,False,False,False,3309
CD8.c07.Temra.CX3CR1,AC016683.5,0.9990893442094549,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,PAX8,0.989802146955536,0.008590104,0.008553419,Kept,None,Kept,False,False,False,10697
CD8.c07.Temra.CX3CR1,RP11-65I12.1,0.9929449082313978,0.0057386705,0.005722267,Kept,None,Kept,False,False,False,11292
CD8.c07.Temra.CX3CR1,IGKV1OR2-108,0.0,0.0,0.0,Filtered,Module_Ig_Clone,Lineage Noise (TCR/Ig),False,False,False,12883
CD8.c07.Temra.CX3CR1,AC016745.3,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RP11-480C16.1,0.9993877025280733,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,CBWD2,0.9019962372619054,0.13863154,0.12982714,Kept,None,Kept,False,False,False,4232
CD8.c07.Temra.CX3CR1,FOXD4L1,0.9993224672236186,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,PGM5P4-AS1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RABL2A,0.9837646656913596,0.032288257,0.03177795,Kept,None,Kept,False,False,False,8415
CD8.c07.Temra.CX3CR1,AC017074.2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
